AA,1.24,0.833
AA,-2.80,0.838
AA,1.08,0.842
AA,-1.78,0.846
AA,-6.26,0.850
AA,-2.71,0.854
AA,-0.10,0.858
AA,-0.50,0.863
AA,2.10,0.867
AA,3.33,0.871
AA,1.61,0.875
AA,2.05,0.879
AA,-0.64,0.883
AA,1.20,0.887
AA,-0.82,0.892
AA,-0.64,0.896
AA,-3.97,0.900
AA,1.63,0.904
AA,2.55,0.908
AA,-2.40,0.912
AA,2.17,0.917
AA,2.13,0.921
AA,1.63,0.925
AA,-0.18,0.929
AA,-1.52,0.933
AA,-0.18,0.938
AA,1.36,0.942
AA,4.83,0.946
AA,-1.28,0.950
AA,-0.35,0.954
AA,0.52,0.958
AA,0.09,0.963
AA,0.60,0.967
AA,-2.66,0.971
AA,-6.08,0.975
AA,0.65,0.979
AA,-0.83,0.983
AA,-0.38,0.988
AA,3.30,0.992
AA,-2.65,0.996
AA,-0.84,1.000
AAPL,0.00,0.004
AAPL,-0.09,0.008
AAPL,0.20,0.013
AAPL,-1.17,0.017
AAPL,1.22,0.021
AAPL,0.35,0.025
AAPL,-1.08,0.029
AAPL,-1.73,0.033
AAPL,-0.07,0.037
AAPL,0.83,0.042
AAPL,2.26,0.046
AAPL,0.49,0.050
AAPL,0.83,0.054
AAPL,-0.23,0.058
AAPL,0.91,0.062
AAPL,0.83,0.067
AAPL,3.83,0.071
AAPL,1.47,0.075
AAPL,0.25,0.079
AAPL,-0.54,0.083
AAPL,0.25,0.087
AAPL,0.55,0.092
AAPL,-0.91,0.096
AAPL,-0.79,0.100
AAPL,2.07,0.104
AAPL,-0.41,0.108
AAPL,-0.02,0.113
AAPL,-2.42,0.117
AAPL,2.23,0.121
AAPL,0.61,0.125
AAPL,2.14,0.129
AAPL,-0.39,0.133
AAPL,0.63,0.138
AAPL,0.18,0.142
AAPL,-0.41,0.146
AAPL,0.67,0.150
AAPL,-0.38,0.154
AAPL,-1.32,0.158
AAPL,0.96,0.163
AAPL,4.69,0.167
AAPL,3.10,0.171
AAPL,0.14,0.175
AAPL,-0.61,0.179
AAPL,-0.72,0.183
AAPL,-2.52,0.188
AAPL,-2.52,0.192
AAPL,0.85,0.196
AAPL,0.16,0.200
AAPL,3.66,0.204
AAPL,0.75,0.208
AAPL,0.13,0.212
AAPL,0.59,0.217
AAPL,1.07,0.221
AAPL,0.18,0.225
AAPL,-0.50,0.229
AAPL,-2.65,0.233
AAPL,-0.29,0.237
AAPL,2.98,0.242
AAPL,-0.70,0.246
AAPL,-0.12,0.250
AAPL,-1.76,0.254
AAPL,-0.34,0.258
AAPL,-1.47,0.263
AAPL,-0.38,0.267
AAPL,0.13,0.271
AAPL,-1.61,0.275
AAPL,-2.26,0.279
AAPL,0.49,0.283
AAPL,4.18,0.287
AAPL,-0.69,0.292
AAPL,-0.90,0.296
AAPL,1.19,0.300
AAPL,-1.43,0.304
AAPL,0.44,0.308
AAPL,-1.63,0.312
AAPL,1.86,0.317
AAPL,1.43,0.321
AAPL,1.07,0.325
AAPL,0.87,0.329
AAPL,3.43,0.333
AAPL,1.23,0.338
AAPL,-1.19,0.342
AAPL,1.21,0.346
AAPL,-0.43,0.350
AAPL,1.56,0.354
AAPL,0.17,0.358
AAPL,-1.59,0.362
AAPL,-0.18,0.367
AAPL,0.66,0.371
AAPL,-0.88,0.375
AAPL,-1.14,0.379
AAPL,1.41,0.383
AAPL,-0.58,0.388
AAPL,-1.67,0.392
AAPL,4.42,0.396
AAPL,-1.54,0.400
AAPL,-1.73,0.404
AAPL,-4.96,0.408
AAPL,2.69,0.412
AAPL,1.41,0.417
AAPL,0.94,0.421
AAPL,-4.13,0.425
AAPL,-3.63,0.429
AAPL,1.39,0.433
AAPL,0.58,0.438
AAPL,1.72,0.442
AAPL,-3.60,0.446
AAPL,1.78,0.450
AAPL,-0.69,0.454
AAPL,1.07,0.458
AAPL,-0.55,0.463
AAPL,1.82,0.467
AAPL,0.86,0.471
AAPL,1.51,0.475
AAPL,-0.42,0.479
AAPL,0.19,0.483
AAPL,-0.62,0.487
AAPL,-0.62,0.492
AAPL,-1.68,0.496
AAPL,1.83,0.500
AAPL,0.67,0.504
AAPL,1.30,0.508
AAPL,2.14,0.512
AAPL,-0.07,0.517
AAPL,0.23,0.521
AAPL,0.66,0.525
AAPL,3.91,0.529
AAPL,0.06,0.533
AAPL,1.80,0.537
AAPL,0.82,0.542
AAPL,0.29,0.546
AAPL,0.49,0.550
AAPL,-1.22,0.554
AAPL,0.27,0.558
AAPL,-0.15,0.562
AAPL,0.24,0.567
AAPL,-1.07,0.571
AAPL,1.12,0.575
AAPL,1.61,0.579
AAPL,0.44,0.583
AAPL,-1.19,0.588
AAPL,1.88,0.592
AAPL,0.65,0.596
AAPL,1.49,0.600
AAPL,-0.36,0.604
AAPL,0.41,0.608
AAPL,1.07,0.613
AAPL,0.44,0.617
AAPL,0.44,0.621
AAPL,-0.27,0.625
AAPL,0.77,0.629
AAPL,0.21,0.633
AAPL,0.06,0.637
AAPL,1.34,0.642
AAPL,1.31,0.646
AAPL,-0.61,0.650
AAPL,-0.13,0.654
AAPL,-1.00,0.658
AAPL,5.98,0.662
AAPL,2.80,0.667
AAPL,1.64,0.671
AAPL,-0.49,0.675
AAPL,-2.77,0.679
AAPL,-0.17,0.683
AAPL,2.69,0.688
AAPL,-2.81,0.692
AAPL,2.01,0.696
AAPL,-2.88,0.700
AAPL,-1.04,0.704
AAPL,-3.80,0.708
AAPL,-4.22,0.713
AAPL,7.69,0.717
AAPL,1.00,0.721
AAPL,2.17,0.725
AAPL,-1.42,0.729
AAPL,-1.76,0.733
AAPL,0.16,0.738
AAPL,-0.73,0.742
AAPL,-1.59,0.746
AAPL,-4.26,0.750
AAPL,1.92,0.754
AAPL,1.83,0.758
AAPL,-0.62,0.762
AAPL,-0.45,0.767
AAPL,3.79,0.771
AAPL,1.39,0.775
AAPL,1.54,0.779
AAPL,1.20,0.783
AAPL,-0.31,0.787
AAPL,-2.72,0.792
AAPL,-1.96,0.796
AAPL,-0.64,0.800
AAPL,-2.46,0.804
AAPL,3.01,0.808
AAPL,1.20,0.812
AAPL,0.30,0.817
AAPL,2.13,0.821
AAPL,2.91,0.825
AAPL,1.73,0.829
AAPL,0.81,0.833
AAPL,-1.42,0.838
AAPL,1.36,0.842
AAPL,-1.05,0.846
AAPL,-0.73,0.850
AAPL,-0.86,0.854
AAPL,0.60,0.858
AAPL,-6.25,0.863
AAPL,-1.21,0.867
AAPL,-0.62,0.871
AAPL,4.75,0.875
AAPL,-0.22,0.879
AAPL,0.59,0.883
AAPL,-0.90,0.887
AAPL,-2.13,0.892
AAPL,0.37,0.896
AAPL,-0.51,0.900
AAPL,-0.62,0.904
AAPL,-1.73,0.908
AAPL,2.57,0.912
AAPL,0.93,0.917
AAPL,1.88,0.921
AAPL,0.35,0.925
AAPL,-0.25,0.929
AAPL,1.85,0.933
AAPL,-1.18,0.938
AAPL,-1.09,0.942
AAPL,-0.33,0.946
AAPL,1.79,0.950
AAPL,0.43,0.954
AAPL,-0.49,0.958
AAPL,-0.61,0.963
AAPL,0.64,0.967
AAPL,-0.89,0.971
AAPL,-3.55,0.975
AAPL,0.64,0.979
AAPL,-1.07,0.983
AAPL,-0.59,0.988
AAPL,1.75,0.992
AAPL,-0.83,0.996
AAPL,-0.10,1.000
ABC,0.00,0.004
ABC,-1.19,0.008
ABC,0.62,0.013
ABC,-0.14,0.017
ABC,1.20,0.021
ABC,0.24,0.025
ABC,0.52,0.029
ABC,-0.52,0.033
ABC,-0.90,0.037
ABC,0.62,0.042
ABC,0.71,0.046
ABC,0.66,0.050
ABC,0.47,0.054
ABC,0.60,0.058
ABC,0.37,0.062
ABC,-0.87,0.067
ABC,0.97,0.071
ABC,-0.87,0.075
ABC,0.88,0.079
ABC,0.87,0.083
ABC,-1.18,0.087
ABC,-0.05,0.092
ABC,-0.60,0.096
ABC,-0.19,0.100
ABC,1.21,0.104
ABC,0.96,0.108
ABC,1.82,0.113
ABC,-1.56,0.117
ABC,-1.86,0.121
ABC,1.25,0.125
ABC,1.19,0.129
ABC,1.17,0.133
ABC,-0.04,0.138
ABC,0.94,0.142
ABC,0.57,0.146
ABC,-0.53,0.150
ABC,1.99,0.154
ABC,1.21,0.158
ABC,0.77,0.163
ABC,-0.42,0.167
ABC,1.20,0.171
ABC,-1.01,0.175
ABC,0.09,0.179
ABC,-1.28,0.183
ABC,-1.16,0.188
ABC,6.20,0.192
ABC,-0.29,0.196
ABC,-1.19,0.200
ABC,2.59,0.204
ABC,-0.33,0.208
ABC,-0.98,0.212
ABC,0.78,0.217
ABC,-1.06,0.221
ABC,1.16,0.225
ABC,1.96,0.229
ABC,0.20,0.233
ABC,-0.16,0.237
ABC,-0.48,0.242
ABC,-0.68,0.246
ABC,0.65,0.250
ABC,-0.36,0.254
ABC,-0.73,0.258
ABC,0.37,0.263
ABC,-0.12,0.267
ABC,-1.66,0.271
ABC,1.11,0.275
ABC,2.24,0.279
ABC,-1.04,0.283
ABC,0.85,0.287
ABC,3.12,0.292
ABC,1.36,0.296
ABC,-1.03,0.300
ABC,0.66,0.304
ABC,0.31,0.308
ABC,0.77,0.312
ABC,0.04,0.317
ABC,0.08,0.321
ABC,0.27,0.325
ABC,-0.15,0.329
ABC,-0.23,0.333
ABC,-0.91,0.338
ABC,2.15,0.342
ABC,-0.71,0.346
ABC,-0.95,0.350
ABC,-1.60,0.354
ABC,1.09,0.358
ABC,1.11,0.362
ABC,0.68,0.367
ABC,1.96,0.371
ABC,0.63,0.375
ABC,-1.07,0.379
ABC,1.67,0.383
ABC,-0.84,0.388
ABC,-2.06,0.392
ABC,0.30,0.396
ABC,1.69,0.400
ABC,1.22,0.404
ABC,-0.66,0.408
ABC,0.07,0.412
ABC,-0.07,0.417
ABC,1.80,0.421
ABC,2.88,0.425
ABC,-0.81,0.429
ABC,-3.18,0.433
ABC,-1.50,0.438
ABC,-0.22,0.442
ABC,0.78,0.446
ABC,0.11,0.450
ABC,1.21,0.454
ABC,-0.62,0.458
ABC,0.80,0.463
ABC,0.07,0.467
ABC,0.98,0.471
ABC,1.01,0.475
ABC,-0.89,0.479
ABC,-0.50,0.483
ABC,0.50,0.487
ABC,0.68,0.492
ABC,-0.14,0.496
ABC,0.11,0.500
ABC,1.39,0.504
ABC,-1.62,0.508
ABC,-0.04,0.512
ABC,1.50,0.517
ABC,-1.20,0.521
ABC,-0.29,0.525
ABC,0.21,0.529
ABC,0.11,0.533
ABC,-0.53,0.537
ABC,-0.64,0.542
ABC,2.20,0.546
ABC,-0.56,0.550
ABC,1.31,0.554
ABC,0.39,0.558
ABC,2.13,0.562
ABC,-0.27,0.567
ABC,-1.68,0.571
ABC,-0.42,0.575
ABC,-0.03,0.579
ABC,0.87,0.583
ABC,1.53,0.588
ABC,-1.23,0.592
ABC,-1.14,0.596
ABC,1.15,0.600
ABC,0.38,0.604
ABC,0.03,0.608
ABC,0.48,0.613
ABC,0.99,0.617
ABC,-0.44,0.621
ABC,0.41,0.625
ABC,-0.88,0.629
ABC,0.99,0.633
ABC,1.32,0.637
ABC,-0.20,0.642
ABC,1.88,0.646
ABC,-0.07,0.650
ABC,3.46,0.654
ABC,-0.89,0.658
ABC,0.32,0.662
ABC,-1.18,0.667
ABC,-0.23,0.671
ABC,1.85,0.675
ABC,-1.63,0.679
ABC,1.39,0.683
ABC,-0.99,0.688
ABC,0.19,0.692
ABC,-0.90,0.696
ABC,-2.73,0.700
ABC,3.84,0.704
ABC,0.52,0.708
ABC,1.83,0.713
ABC,-0.60,0.717
ABC,-0.92,0.721
ABC,0.29,0.725
ABC,-0.35,0.729
ABC,0.42,0.733
ABC,-2.36,0.738
ABC,0.49,0.742
ABC,-0.42,0.746
ABC,-1.40,0.750
ABC,0.56,0.754
ABC,3.71,0.758
ABC,-0.92,0.762
ABC,-1.50,0.767
ABC,2.99,0.771
ABC,1.10,0.775
ABC,-4.08,0.779
ABC,0.00,0.783
ABC,-0.49,0.787
ABC,1.05,0.792
ABC,2.42,0.796
ABC,0.73,0.800
ABC,0.91,0.804
ABC,0.78,0.808
ABC,0.92,0.812
ABC,0.37,0.817
ABC,-0.97,0.821
ABC,-0.43,0.825
ABC,-1.42,0.829
ABC,-0.28,0.833
ABC,-0.88,0.838
ABC,0.89,0.842
ABC,2.07,0.846
ABC,-2.49,0.850
ABC,0.09,0.854
ABC,-2.58,0.858
ABC,-0.03,0.863
ABC,1.36,0.867
ABC,1.40,0.871
ABC,0.44,0.875
ABC,-0.25,0.879
ABC,-0.28,0.883
ABC,1.83,0.887
ABC,1.42,0.892
ABC,-0.18,0.896
ABC,-1.80,0.900
ABC,-0.47,0.904
ABC,0.84,0.908
ABC,-0.77,0.912
ABC,-7.44,0.917
ABC,3.04,0.921
ABC,-0.10,0.925
ABC,-4.46,0.929
ABC,-0.72,0.933
ABC,0.17,0.938
ABC,3.42,0.942
ABC,2.04,0.946
ABC,-1.96,0.950
ABC,1.27,0.954
ABC,-0.07,0.958
ABC,-0.33,0.963
ABC,-0.63,0.967
ABC,-0.27,0.971
ABC,-2.84,0.975
ABC,0.10,0.979
ABC,-0.38,0.983
ABC,-1.14,0.988
ABC,2.72,0.992
ABC,-1.09,0.996
ABC,-0.86,1.000
ABT,0.00,0.004
ABT,1.52,0.008
ABT,-0.35,0.013
ABT,0.33,0.017
ABT,1.17,0.021
ABT,-1.48,0.025
ABT,-1.50,0.029
ABT,-0.24,0.033
ABT,-0.27,0.037
ABT,0.13,0.042
ABT,1.26,0.046
ABT,1.60,0.050
ABT,1.10,0.054
ABT,-0.09,0.058
ABT,1.07,0.062
ABT,-0.51,0.067
ABT,-0.79,0.071
ABT,-0.77,0.075
ABT,-0.84,0.079
ABT,1.20,0.083
ABT,0.45,0.087
ABT,-1.28,0.092
ABT,1.76,0.096
ABT,0.83,0.100
ABT,2.64,0.104
ABT,3.29,0.108
ABT,-0.28,0.113
ABT,0.14,0.117
ABT,-0.06,0.121
ABT,-0.16,0.125
ABT,-0.70,0.129
ABT,3.12,0.133
ABT,1.39,0.138
ABT,-0.92,0.142
ABT,1.56,0.146
ABT,-0.71,0.150
ABT,-1.37,0.154
ABT,1.99,0.158
ABT,-1.65,0.163
ABT,-0.82,0.167
ABT,0.65,0.171
ABT,-0.39,0.175
ABT,1.18,0.179
ABT,-0.17,0.183
ABT,1.59,0.188
ABT,0.86,0.192
ABT,0.87,0.196
ABT,-0.06,0.200
ABT,-0.53,0.204
ABT,1.28,0.208
ABT,-0.60,0.212
ABT,-0.24,0.217
ABT,-0.41,0.221
ABT,1.28,0.225
ABT,-0.95,0.229
ABT,2.09,0.233
ABT,0.31,0.237
ABT,-0.61,0.242
ABT,0.76,0.246
ABT,-0.02,0.250
ABT,-0.07,0.254
ABT,-0.37,0.258
ABT,-0.85,0.263
ABT,-0.22,0.267
ABT,-0.78,0.271
ABT,0.69,0.275
ABT,0.86,0.279
ABT,-0.55,0.283
ABT,0.02,0.287
ABT,0.39,0.292
ABT,-0.20,0.296
ABT,-0.56,0.300
ABT,-0.45,0.304
ABT,1.09,0.308
ABT,0.37,0.312
ABT,-0.06,0.317
ABT,0.11,0.321
ABT,0.70,0.325
ABT,-0.50,0.329
ABT,0.52,0.333
ABT,-1.01,0.338
ABT,0.87,0.342
ABT,-0.81,0.346
ABT,0.56,0.350
ABT,0.83,0.354
ABT,0.51,0.358
ABT,0.51,0.362
ABT,-0.29,0.367
ABT,0.22,0.371
ABT,0.11,0.375
ABT,0.25,0.379
ABT,1.28,0.383
ABT,0.07,0.388
ABT,-1.21,0.392
ABT,-1.89,0.396
ABT,0.35,0.400
ABT,-0.40,0.404
ABT,-1.06,0.408
ABT,0.09,0.412
ABT,-1.87,0.417
ABT,0.76,0.421
ABT,2.06,0.425
ABT,0.39,0.429
ABT,-1.52,0.433
ABT,0.28,0.438
ABT,-1.15,0.442
ABT,0.00,0.446
ABT,-0.17,0.450
ABT,0.53,0.454
ABT,0.73,0.458
ABT,1.22,0.463
ABT,0.29,0.467
ABT,0.40,0.471
ABT,-1.07,0.475
ABT,0.04,0.479
ABT,-0.79,0.483
ABT,0.67,0.487
ABT,-0.39,0.492
ABT,0.30,0.496
ABT,0.02,0.500
ABT,0.53,0.504
ABT,-0.92,0.508
ABT,0.00,0.512
ABT,0.44,0.517
ABT,0.18,0.521
ABT,0.70,0.525
ABT,0.42,0.529
ABT,0.93,0.533
ABT,-1.84,0.537
ABT,0.51,0.542
ABT,-0.22,0.546
ABT,-0.33,0.550
ABT,-1.34,0.554
ABT,-0.58,0.558
ABT,0.77,0.562
ABT,0.87,0.567
ABT,-0.86,0.571
ABT,-0.65,0.575
ABT,-1.16,0.579
ABT,0.42,0.583
ABT,-1.15,0.588
ABT,0.32,0.592
ABT,0.53,0.596
ABT,-0.06,0.600
ABT,-0.17,0.604
ABT,-0.64,0.608
ABT,-0.42,0.613
ABT,0.86,0.617
ABT,-0.11,0.621
ABT,-0.74,0.625
ABT,0.06,0.629
ABT,0.10,0.633
ABT,-0.19,0.637
ABT,1.24,0.642
ABT,0.28,0.646
ABT,-2.41,0.650
ABT,-1.27,0.654
ABT,0.16,0.658
ABT,-1.62,0.662
ABT,-1.19,0.667
ABT,1.00,0.671
ABT,0.95,0.675
ABT,0.81,0.679
ABT,-0.57,0.683
ABT,-1.34,0.688
ABT,-0.08,0.692
ABT,-2.29,0.696
ABT,-0.57,0.700
ABT,1.99,0.704
ABT,-0.58,0.708
ABT,-0.51,0.713
ABT,-1.10,0.717
ABT,-0.23,0.721
ABT,-0.14,0.725
ABT,-0.78,0.729
ABT,-0.23,0.733
ABT,-3.05,0.738
ABT,0.99,0.742
ABT,1.32,0.746
ABT,-0.69,0.750
ABT,-0.13,0.754
ABT,1.48,0.758
ABT,-0.65,0.762
ABT,-1.30,0.767
ABT,1.15,0.771
ABT,0.53,0.775
ABT,-2.51,0.779
ABT,-0.64,0.783
ABT,0.17,0.787
ABT,-0.97,0.792
ABT,2.92,0.796
ABT,0.00,0.800
ABT,0.28,0.804
ABT,1.77,0.808
ABT,1.29,0.812
ABT,-0.33,0.817
ABT,0.29,0.821
ABT,-0.96,0.825
ABT,-0.64,0.829
